"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000100109",428.4713,-0.3833852,0.09053397,-4.234712,2.288453e-05,6.368433e-05,"TFIP11","24144","tuftelin interacting protein 11"
"ENSG00000164144",666.2354,0.3261699,0.0770789,4.231637,2.319969e-05,6.454918e-05,"ARFIP1","27236","ADP ribosylation factor interacting protein 1"
"ENSG00000158560",10.27001,3.149537,0.7443075,4.2315,2.321379e-05,6.457623e-05,"DYNC1I1","1780","dynein cytoplasmic 1 intermediate chain 1"
"ENSG00000081041",10.02917,3.401563,0.8039873,4.230867,2.327924e-05,6.474607e-05,"CXCL2","2920","C-X-C motif chemokine ligand 2"
"ENSG00000140511",303.6128,0.4584654,0.1083654,4.230735,2.329291e-05,6.477188e-05,"HAPLN3","145864","hyaluronan and proteoglycan link protein 3"
"ENSG00000136802",2857.897,0.2168023,0.05127047,4.2286,2.351498e-05,6.537705e-05,"LRRC8A","56262","leucine rich repeat containing 8 VRAC subunit A"
"ENSG00000072201",39.99099,1.237764,0.2927654,4.227836,2.359495e-05,6.558702e-05,"LNX1","84708","ligand of numb-protein X 1"
"ENSG00000135525",31.95764,1.401427,0.331493,4.227621,2.361747e-05,6.563725e-05,"MAP7","9053","microtubule associated protein 7"
"ENSG00000163947",172.5836,0.5827232,0.1378758,4.226437,2.374202e-05,6.597096e-05,"ARHGEF3","50650","Rho guanine nucleotide exchange factor 3"
"ENSG00000109689",526.8498,0.3695879,0.0874697,4.225326,2.385956e-05,6.628505e-05,"STIM2","57620","stromal interaction molecule 2"
"ENSG00000004777",43.86678,-1.196943,0.2832993,-4.225014,2.389261e-05,6.635909e-05,"ARHGAP33","115703","Rho GTPase activating protein 33"
"ENSG00000087087",1469.266,-0.2722149,0.06442973,-4.224989,2.389522e-05,6.635909e-05,"SRRT","51593","serrate, RNA effector molecule"
"ENSG00000132004",124.3138,0.6910136,0.1635903,4.22405,2.399505e-05,6.662378e-05,"FBXW9","84261","F-box and WD repeat domain containing 9"
"ENSG00000114790",41.33805,-1.267026,0.3002104,-4.220461,2.438033e-05,6.76808e-05,"ARHGEF26","26084","Rho guanine nucleotide exchange factor 26"
"ENSG00000146576",332.5946,0.431188,0.1021742,4.220124,2.441675e-05,6.776913e-05,"C7orf26","79034","chromosome 7 open reading frame 26"
"ENSG00000008300",88.33613,0.8259537,0.195728,4.219907,2.444036e-05,6.782188e-05,"CELSR3","1951","cadherin EGF LAG seven-pass G-type receptor 3"
"ENSG00000138449",57.5005,-1.027153,0.2434423,-4.219289,2.45074e-05,6.799512e-05,"SLC40A1","30061","solute carrier family 40 member 1"
"ENSG00000085449",1740.389,0.2701407,0.06403042,4.218944,2.454497e-05,6.808654e-05,"WDFY1","57590","WD repeat and FYVE domain containing 1"
"ENSG00000173581",284.0751,0.4698694,0.1113897,4.21825,2.462063e-05,6.828356e-05,"CCDC106","29903","coiled-coil domain containing 106"
"ENSG00000213516",144.2178,-0.6555515,0.1554393,-4.217413,2.471215e-05,6.852449e-05,"RBMXL1","494115","RBMX like 1"
"ENSG00000100403",5496.22,0.1708037,0.04050041,4.217332,2.472093e-05,6.853596e-05,"ZC3H7B","23264","zinc finger CCCH-type containing 7B"
"ENSG00000108947",73.6551,0.8958212,0.2124221,4.217176,2.473814e-05,6.857074e-05,"EFNB3","1949","ephrin B3"
"ENSG00000104983",47.16498,-1.147722,0.2721925,-4.216582,2.480333e-05,6.873854e-05,"CCDC61","729440","coiled-coil domain containing 61"
"ENSG00000019991",2459.284,0.2520115,0.0597674,4.216538,2.480812e-05,6.873888e-05,"HGF","3082","hepatocyte growth factor"
"ENSG00000172590",646.3435,-0.3242593,0.07692423,-4.215307,2.494383e-05,6.91019e-05,"MRPL52","122704","mitochondrial ribosomal protein L52"
"ENSG00000204524",71.87769,1.032188,0.2448872,4.214953,2.498304e-05,6.919754e-05,"ZNF805","390980","zinc finger protein 805"
"ENSG00000124562",915.1574,-0.2917007,0.06921165,-4.214618,2.502012e-05,6.928722e-05,"SNRPC","6631","small nuclear ribonucleoprotein polypeptide C"
"ENSG00000170892",841.4147,0.3039,0.07211355,4.214187,2.506796e-05,6.940664e-05,"TSEN34","79042","tRNA splicing endonuclease subunit 34"
"ENSG00000179111",25.30301,1.635811,0.3883544,4.212159,2.529411e-05,7.001966e-05,"HES7","84667","hes family bHLH transcription factor 7"
"ENSG00000197323",748.9519,0.3252263,0.07722461,4.211433,2.537555e-05,7.02319e-05,"TRIM33","51592","tripartite motif containing 33"
"ENSG00000205356",641.6332,0.3292358,0.07821296,4.209479,2.559604e-05,7.082884e-05,"TECPR1","25851","tectonin beta-propeller repeat containing 1"
"ENSG00000134049",644.5746,0.3848465,0.09145077,4.208237,2.573708e-05,7.120575e-05,"IER3IP1","51124","immediate early response 3 interacting protein 1"
"ENSG00000092439",1105.733,0.2704046,0.06427766,4.206821,2.589883e-05,7.163981e-05,"TRPM7","54822","transient receptor potential cation channel subfamily M member 7"
"ENSG00000010322",1901.337,0.2234213,0.05311534,4.206343,2.595367e-05,7.177805e-05,"NISCH","11188","nischarin"
"ENSG00000163781",594.1648,-0.3286334,0.07816801,-4.204193,2.620157e-05,7.245004e-05,"TOPBP1","11073","DNA topoisomerase II binding protein 1"
"ENSG00000134265",367.8634,-0.4151963,0.09877306,-4.203538,2.627752e-05,7.264643e-05,"NAPG","8774","NSF attachment protein gamma"
"ENSG00000156876",65.75286,-0.9417518,0.224046,-4.203386,2.62952e-05,7.268166e-05,"SASS6","163786","SAS-6 centriolar assembly protein"
"ENSG00000186020",132.6888,0.668428,0.1590366,4.202981,2.634224e-05,7.279803e-05,"ZNF529","57711","zinc finger protein 529"
"ENSG00000148908",815.8664,0.3003073,0.07146259,4.202301,2.642157e-05,7.300357e-05,"RGS10","6001","regulator of G protein signaling 10"
"ENSG00000260027",216.4056,0.5350651,0.1273335,4.202077,2.644768e-05,7.305422e-05,"HOXB7","3217","homeobox B7"
"ENSG00000183155",271.7447,0.4792405,0.114049,4.202059,2.644981e-05,7.305422e-05,"RABIF","5877","RAB interacting factor"
"ENSG00000164024",794.3817,-0.3030293,0.07212633,-4.201368,2.653068e-05,7.326384e-05,"METAP1","23173","methionyl aminopeptidase 1"
"ENSG00000092010",644.5149,-0.3192128,0.07598316,-4.201099,2.656226e-05,7.33373e-05,"PSME1","5720","proteasome activator subunit 1"
"ENSG00000140990",876.5485,0.3040017,0.07237014,4.200651,2.661481e-05,7.346863e-05,"NDUFB10","4716","NADH:ubiquinone oxidoreductase subunit B10"
"ENSG00000060749",868.4315,-0.3178278,0.07570999,-4.197964,2.693253e-05,7.433176e-05,"QSER1","79832","glutamine and serine rich 1"
"ENSG00000135083",187.3704,0.5666465,0.1349912,4.197656,2.696921e-05,7.441908e-05,"CCNJL","79616","cyclin J like"
"ENSG00000077063",201.1938,0.5593371,0.1332525,4.197574,2.697901e-05,7.443217e-05,"CTTNBP2","83992","cortactin binding protein 2"
"ENSG00000160294",1761.3,0.2193446,0.05227363,4.196086,2.71567e-05,7.490838e-05,"MCM3AP","8888","minichromosome maintenance complex component 3 associated protein"
"ENSG00000114841",76.61338,0.8781011,0.2092703,4.196014,2.716533e-05,7.491815e-05,"DNAH1","25981","dynein axonemal heavy chain 1"
"ENSG00000143630",42.09319,1.189164,0.2834482,4.19535,2.724511e-05,7.512413e-05,"HCN3","57657","hyperpolarization activated cyclic nucleotide gated potassium channel 3"
"ENSG00000103126",463.2061,0.385313,0.09185192,4.194937,2.729477e-05,7.524697e-05,"AXIN1","8312","axin 1"
"ENSG00000173273",995.9106,-0.3114213,0.0742475,-4.194367,2.736343e-05,7.542214e-05,"TNKS","8658","tankyrase"
"ENSG00000137822",178.1078,-0.5992817,0.142903,-4.193626,2.745308e-05,7.565511e-05,"TUBGCP4","27229","tubulin gamma complex associated protein 4"
"ENSG00000100814",338.9068,0.4276396,0.1019786,4.193426,2.747729e-05,7.570768e-05,"CCNB1IP1","57820","cyclin B1 interacting protein 1"
"ENSG00000090054",1380.612,0.2447459,0.05837645,4.192545,2.758419e-05,7.5988e-05,"SPTLC1","10558","serine palmitoyltransferase long chain base subunit 1"
"ENSG00000185420",216.1798,-0.5255859,0.1254266,-4.190387,2.784787e-05,7.670005e-05,"SMYD3","64754","SET and MYND domain containing 3"
"ENSG00000048707",1177.429,0.3155317,0.07530632,4.189977,2.789827e-05,7.682449e-05,"VPS13D","55187","vacuolar protein sorting 13 homolog D"
"ENSG00000168303",305.7018,0.4439744,0.1059761,4.189383,2.797137e-05,7.701141e-05,"MPLKIP","136647","M-phase specific PLK1 interacting protein"
"ENSG00000145194",107.3728,0.7569573,0.1808631,4.18525,2.848525e-05,7.841157e-05,"ECE2","9718","endothelin converting enzyme 2"
"ENSG00000108439",153.2105,-0.6227714,0.14881,-4.185012,2.851512e-05,7.847914e-05,"PNPO","55163","pyridoxamine 5'-phosphate oxidase"
"ENSG00000127863",1364.438,0.2581438,0.06169415,4.184251,2.861077e-05,7.872768e-05,"TNFRSF19","55504","TNF receptor superfamily member 19"
"ENSG00000198964",386.2119,-0.3988895,0.0953463,-4.183587,2.869455e-05,7.89435e-05,"SGMS1","259230","sphingomyelin synthase 1"
"ENSG00000104881",57.48086,-0.9977462,0.2385145,-4.183168,2.874745e-05,7.907428e-05,"PPP1R13L","10848","protein phosphatase 1 regulatory subunit 13 like"
"ENSG00000214814",11.92818,2.691452,0.643491,4.182579,2.882212e-05,7.926488e-05,"FER1L6","654463","fer-1 like family member 6"
"ENSG00000140259",575.4435,-0.3413433,0.08163453,-4.18136,2.89771e-05,7.967621e-05,"MFAP1","4236","microfibril associated protein 1"
"ENSG00000147604",7869.873,-0.1621531,0.03878277,-4.18106,2.901529e-05,7.976634e-05,"RPL7","6129","ribosomal protein L7"
"ENSG00000106100",35.84366,-1.301169,0.3112624,-4.180295,2.911307e-05,8.002022e-05,"NOD1","10392","nucleotide binding oligomerization domain containing 1"
"ENSG00000074582",223.0887,-0.5132647,0.1227897,-4.180031,2.914698e-05,8.009848e-05,"BCS1L","617","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
"ENSG00000157445",32.8757,1.389527,0.3324463,4.179704,2.918894e-05,8.019883e-05,"CACNA2D3","55799","calcium voltage-gated channel auxiliary subunit alpha2delta 3"
"ENSG00000123892",32.17626,-1.400689,0.335175,-4.178979,2.928212e-05,8.043987e-05,"RAB38","23682","RAB38, member RAS oncogene family"
"ENSG00000028203",1148.592,-0.2636891,0.06310421,-4.178629,2.932718e-05,8.054863e-05,"VEZT","55591","vezatin, adherens junctions transmembrane protein"
"ENSG00000090061",230.7006,-0.4997516,0.1196461,-4.176916,2.954881e-05,8.114223e-05,"CCNK","8812","cyclin K"
"ENSG00000119986",322.6121,0.4328816,0.103653,4.176256,2.963461e-05,8.136269e-05,"AVPI1","60370","arginine vasopressin induced 1"
"ENSG00000116918",543.5784,0.3447963,0.08260402,4.174086,2.991848e-05,8.212675e-05,"TSNAX","7257","translin associated factor X"
"ENSG00000173227",26.12503,-1.614452,0.3868114,-4.173745,2.996331e-05,8.223451e-05,"SYT12","91683","synaptotagmin 12"
"ENSG00000113356",88.70795,-0.7919439,0.1900219,-4.167646,3.077611e-05,8.444951e-05,"POLR3G","10622","RNA polymerase III subunit G"
"ENSG00000142867",580.9316,0.338318,0.08118314,4.167343,3.081703e-05,8.454606e-05,"BCL10","8915","B cell CLL/lymphoma 10"
"ENSG00000213903",26.0244,1.562652,0.3750982,4.165981,3.100159e-05,8.503656e-05,"LTB4R","1241","leukotriene B4 receptor"
"ENSG00000108641",72.04028,-0.8874718,0.2130729,-4.165109,3.112032e-05,8.534636e-05,"B9D1","27077","B9 domain containing 1"
"ENSG00000187555",1798.859,-0.2194743,0.05269564,-4.164941,3.114326e-05,8.539338e-05,"USP7","7874","ubiquitin specific peptidase 7"
"ENSG00000110693",222.4553,0.5478313,0.1315489,4.164468,3.120798e-05,8.555493e-05,"SOX6","55553","SRY-box 6"
"ENSG00000149596",16.17217,-2.0892,0.5017105,-4.164153,3.125101e-05,8.565695e-05,"JPH2","57158","junctophilin 2"
"ENSG00000167578",86.84226,0.8295803,0.1992717,4.163061,3.140094e-05,8.60519e-05,"RAB4B","53916","RAB4B, member RAS oncogene family"
"ENSG00000136783",323.2705,-0.4398341,0.1056852,-4.161739,3.158336e-05,8.653571e-05,"NIPSNAP3A","25934","nipsnap homolog 3A"
"ENSG00000111596",720.4961,-0.308974,0.07427327,-4.159963,3.182995e-05,8.719512e-05,"CNOT2","4848","CCR4-NOT transcription complex subunit 2"
"ENSG00000083290",250.8509,0.4791566,0.1151964,4.159477,3.189776e-05,8.736465e-05,"ULK2","9706","unc-51 like autophagy activating kinase 2"
"ENSG00000172845",988.9078,-0.2661407,0.06402221,-4.157006,3.22445e-05,8.829792e-05,"SP3","6670","Sp3 transcription factor"
"ENSG00000167549",23.64722,-1.622457,0.3903265,-4.156667,3.229239e-05,8.841263e-05,"CORO6","84940","coronin 6"
"ENSG00000145901",1859.832,-0.2233532,0.05373528,-4.156547,3.230941e-05,8.844282e-05,"TNIP1","10318","TNFAIP3 interacting protein 1"
"ENSG00000170502",436.1572,0.3730183,0.08975297,4.156055,3.2379e-05,8.861684e-05,"NUDT9","53343","nudix hydrolase 9"
"ENSG00000130255",2903.554,-0.1934033,0.04654575,-4.155123,3.251125e-05,8.896228e-05,"RPL36","25873","ribosomal protein L36"
"ENSG00000148219",86.55916,0.8060303,0.1940116,4.154547,3.259326e-05,8.917012e-05,"ASTN2","23245","astrotactin 2"
"ENSG00000138073",978.2561,0.2765265,0.06656392,4.154301,3.262838e-05,8.924965e-05,"PREB","10113","prolactin regulatory element binding"
"ENSG00000121406",131.0792,0.679495,0.1635762,4.153997,3.267168e-05,8.93515e-05,"ZNF549","256051","zinc finger protein 549"
"ENSG00000196911",194.8606,0.5392702,0.129821,4.153951,3.267835e-05,8.935317e-05,"KPNA5","3841","karyopherin subunit alpha 5"
"ENSG00000256229",116.9337,0.7733044,0.1861833,4.153457,3.274898e-05,8.952967e-05,"ZNF486","90649","zinc finger protein 486"
"ENSG00000129566",475.6721,0.3831987,0.09228685,4.152257,3.292129e-05,8.998404e-05,"TEP1","7011","telomerase associated protein 1"
"ENSG00000117139",2213.761,0.2172024,0.05232782,4.150802,3.313118e-05,9.054094e-05,"KDM5B","10765","lysine demethylase 5B"
"ENSG00000012983",1872.544,0.2456992,0.05921306,4.14941,3.33334e-05,9.107668e-05,"MAP4K5","11183","mitogen-activated protein kinase kinase kinase kinase 5"
"ENSG00000067900",2149.64,-0.2228909,0.05372363,-4.148842,3.341611e-05,9.128576e-05,"ROCK1","6093","Rho associated coiled-coil containing protein kinase 1"
"ENSG00000110011",246.1176,0.5279946,0.1272675,4.148698,3.343714e-05,9.132628e-05,"DNAJC4","3338","DnaJ heat shock protein family (Hsp40) member C4"
"ENSG00000151276",675.3982,-0.339722,0.08191628,-4.147185,3.365881e-05,9.191469e-05,"MAGI1","9223","membrane associated guanylate kinase, WW and PDZ domain containing 1"
"ENSG00000186716",1417.927,0.2388296,0.05759229,4.146903,3.370032e-05,9.201098e-05,"BCR","613","BCR, RhoGEF and GTPase activating protein"
"ENSG00000073614",1129.449,-0.257445,0.06212574,-4.143934,3.413975e-05,9.319348e-05,"KDM5A","5927","lysine demethylase 5A"
"ENSG00000023697",338.922,-0.4408612,0.1064053,-4.143227,3.424524e-05,9.346413e-05,"DERA","51071","deoxyribose-phosphate aldolase"
"ENSG00000134452",1187.27,0.2483746,0.05995013,4.143019,3.427632e-05,9.353165e-05,"FBH1","84893","F-box DNA helicase 1"
"ENSG00000162604",340.6141,0.4219524,0.1018492,4.142913,3.429219e-05,9.355763e-05,"TM2D1","83941","TM2 domain containing 1"
"ENSG00000213015",469.7491,0.3777228,0.09118341,4.142451,3.436143e-05,9.372917e-05,"ZNF580","51157","zinc finger protein 580"
"ENSG00000119699",62.11857,1.061602,0.2563889,4.140594,3.464084e-05,9.447384e-05,"TGFB3","7043","transforming growth factor beta 3"
"ENSG00000144730",111.6804,-0.7424272,0.1793068,-4.14054,3.464891e-05,9.447839e-05,"IL17RD","54756","interleukin 17 receptor D"
"ENSG00000150054",13.43504,-2.278066,0.5503129,-4.139583,3.479382e-05,9.485595e-05,"MPP7","143098","membrane palmitoylated protein 7"
"ENSG00000242574",12.28951,2.562151,0.6189542,4.139484,3.480872e-05,9.487904e-05,"HLA-DMB","3109","major histocompatibility complex, class II, DM beta"
"ENSG00000177885",2562.788,0.2088188,0.05047965,4.136693,3.523473e-05,9.602245e-05,"GRB2","2885","growth factor receptor bound protein 2"
"ENSG00000152492",3940.113,0.1977331,0.04780238,4.13647,3.5269e-05,9.609809e-05,"CCDC50","152137","coiled-coil domain containing 50"
"ENSG00000196455",469.6998,0.3604453,0.0871449,4.136161,3.531644e-05,9.620954e-05,"PIK3R4","30849","phosphoinositide-3-kinase regulatory subunit 4"
"ENSG00000198818",555.0534,0.3421124,0.0827156,4.136008,3.533998e-05,9.62559e-05,"SFT2D1","113402","SFT2 domain containing 1"
"ENSG00000198258",1245.828,0.2465902,0.05963501,4.13499,3.549696e-05,9.666559e-05,"UBL5","59286","ubiquitin like 5"
"ENSG00000170425",108.4499,0.7769425,0.1879537,4.133691,3.569832e-05,9.719598e-05,"ADORA2B","136","adenosine A2b receptor"
"ENSG00000166971",198.6244,-0.5332478,0.1290228,-4.132972,3.581024e-05,9.748268e-05,"AKTIP","64400","AKT interacting protein"
"ENSG00000141519",60.5651,1.006514,0.243722,4.129762,3.631396e-05,9.883568e-05,"CCDC40","55036","coiled-coil domain containing 40"
"ENSG00000164587",6046.363,-0.177468,0.04297908,-4.129172,3.640717e-05,9.907106e-05,"RPS14","6208","ribosomal protein S14"
"ENSG00000105287",585.7941,0.3536693,0.08573278,4.125252,3.703297e-05,0.0001007554,"PRKD2","25865","protein kinase D2"
"ENSG00000150760",2027.163,0.2141751,0.05193467,4.123932,3.724592e-05,0.0001013161,"DOCK1","1793","dedicator of cytokinesis 1"
"ENSG00000165672",2346.308,-0.2112417,0.05124432,-4.122245,3.751971e-05,0.000102042,"PRDX3","10935","peroxiredoxin 3"
"ENSG00000119632",477.3478,-0.3621112,0.08786352,-4.121292,3.767542e-05,0.0001024466,"IFI27L2","83982","interferon alpha inducible protein 27 like 2"
"ENSG00000139370",450.3401,0.3734993,0.09063234,4.121037,3.771702e-05,0.0001025407,"SLC15A4","121260","solute carrier family 15 member 4"
"ENSG00000159784",205.8605,-0.5317177,0.1290295,-4.1209,3.773954e-05,0.0001025831,"FAM131B","9715","family with sequence similarity 131 member B"
"ENSG00000085563",40.31105,1.189466,0.2887096,4.11994,3.789713e-05,0.0001029924,"ABCB1","5243","ATP binding cassette subfamily B member 1"
"ENSG00000141480",63.61159,-1.000075,0.2427502,-4.11977,3.792505e-05,0.0001030493,"ARRB2","409","arrestin beta 2"
"ENSG00000185418",309.9016,0.4610764,0.111922,4.119621,3.794954e-05,0.0001030968,"TARSL2","123283","threonyl-tRNA synthetase like 2"
"ENSG00000115541",417.3823,0.3898269,0.09463508,4.119264,3.800841e-05,0.0001032377,"HSPE1","3336","heat shock protein family E (Hsp10) member 1"
"ENSG00000185379",159.1721,-0.6404553,0.1557887,-4.111052,3.938613e-05,0.0001069602,"RAD51D","5892","RAD51 paralog D"
"ENSG00000144231",563.2756,-0.3528771,0.08584411,-4.110673,3.945069e-05,0.0001070965,"POLR2D","5433","RNA polymerase II subunit D"
"ENSG00000103479",630.9428,0.3175123,0.07724096,4.110672,3.945088e-05,0.0001070965,"RBL2","5934","RB transcriptional corepressor like 2"
"ENSG00000132842",1870.935,0.2141165,0.05212789,4.107522,3.999258e-05,0.0001085471,"AP3B1","8546","adaptor related protein complex 3 subunit beta 1"
"ENSG00000119778",218.5355,0.5298641,0.129032,4.106456,4.017758e-05,0.0001090291,"ATAD2B","54454","ATPase family, AAA domain containing 2B"
"ENSG00000183783",9.411734,3.30256,0.8044105,4.105565,4.03327e-05,0.0001094299,"KCTD8","386617","potassium channel tetramerization domain containing 8"
"ENSG00000104524",225.7858,-0.540944,0.1317698,-4.10522,4.039295e-05,0.0001095732,"PYCR3","65263","pyrroline-5-carboxylate reductase 3"
"ENSG00000020256",235.6832,-0.5057019,0.1232267,-4.103833,4.0636e-05,0.0001102123,"ZFP64","55734","ZFP64 zinc finger protein"
"ENSG00000011405",1421.874,0.2633521,0.06418141,4.103245,4.073948e-05,0.0001104726,"PIK3C2A","5286","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"ENSG00000166439",351.7895,-0.4152082,0.1011932,-4.103123,4.076097e-05,0.0001105105,"RNF169","254225","ring finger protein 169"
"ENSG00000198719",11.07241,2.807008,0.6843125,4.101939,4.097022e-05,0.0001110574,"DLL1","28514","delta like canonical Notch ligand 1"
"ENSG00000186918",100.0648,-0.7973161,0.1943983,-4.101457,4.105564e-05,0.0001112685,"ZNF395","55893","zinc finger protein 395"
"ENSG00000125484",963.0702,0.2672007,0.06517418,4.099793,4.135198e-05,0.000112051,"GTF3C4","9329","general transcription factor IIIC subunit 4"
"ENSG00000152936",8.267214,-3.64374,0.8901011,-4.093625,4.246811e-05,0.0001150542,"LMNTD1","160492","lamin tail domain containing 1"
"ENSG00000263002",188.934,0.5468287,0.1337393,4.088767,4.336718e-05,0.0001174684,"ZNF234","10780","zinc finger protein 234"
"ENSG00000186501",599.9625,0.3304765,0.0808341,4.088331,4.344881e-05,0.0001176524,"TMEM222","84065","transmembrane protein 222"
"ENSG00000139926",8752.421,-0.2220912,0.05432336,-4.088319,4.345107e-05,0.0001176524,"FRMD6","122786","FERM domain containing 6"
"ENSG00000125995",365.0321,-0.4066858,0.09950195,-4.087215,4.365826e-05,0.0001181917,"ROMO1","140823","reactive oxygen species modulator 1"
"ENSG00000115325",189.655,-0.5610475,0.1373197,-4.085703,4.394359e-05,0.0001189423,"DOK1","1796","docking protein 1"
"ENSG00000167615",951.5989,0.2833714,0.06936965,4.084947,4.408681e-05,0.000119308,"LENG8","114823","leukocyte receptor cluster member 8"
"ENSG00000205937",1329.763,0.236091,0.05783947,4.081832,4.4682e-05,0.0001208965,"RNPS1","10921","RNA binding protein with serine rich domain 1"
"ENSG00000015153",172.9894,-0.6012537,0.1473126,-4.081481,4.474957e-05,0.0001210449,"YAF2","10138","YY1 associated factor 2"
"ENSG00000164970",724.5715,0.3085634,0.07560119,4.081462,4.475325e-05,0.0001210449,"FAM219A","203259","family with sequence similarity 219 member A"
"ENSG00000124574",701.4131,0.3370022,0.08258804,4.08052,4.493502e-05,0.0001215142,"ABCC10","89845","ATP binding cassette subfamily C member 10"
"ENSG00000174446",107.6742,-0.7050558,0.1728343,-4.079374,4.515719e-05,0.0001220708,"SNAPC5","10302","small nuclear RNA activating complex polypeptide 5"
"ENSG00000132423",65.36387,-0.9397083,0.2303561,-4.079372,4.515743e-05,0.0001220708,"COQ3","51805","coenzyme Q3, methyltransferase"
"ENSG00000125741",715.8789,0.2969316,0.0728022,4.078608,4.530612e-05,0.0001224368,"OPA3","80207","OPA3, outer mitochondrial membrane lipid metabolism regulator"
"ENSG00000168159",1834.101,0.2302517,0.056454,4.078571,4.531335e-05,0.0001224368,"RNF187","149603","ring finger protein 187"
"ENSG00000172687",84.03429,0.81615,0.2001079,4.078549,4.531772e-05,0.0001224368,"ZNF738","148203","zinc finger protein 738"
"ENSG00000152520",321.9357,-0.4167326,0.1022303,-4.076409,4.573645e-05,0.0001235454,"PAN3","255967","poly(A) specific ribonuclease subunit PAN3"
"ENSG00000170624",657.7378,-0.7208086,0.1769491,-4.073536,4.630461e-05,0.0001250477,"SGCD","6444","sarcoglycan delta"
"ENSG00000010704",172.3678,-0.5857398,0.1437923,-4.073511,4.630958e-05,0.0001250477,"HFE","3077","homeostatic iron regulator"
"ENSG00000204371",705.686,-0.3006997,0.07382181,-4.073319,4.634795e-05,0.0001251284,"EHMT2","10919","euchromatic histone lysine methyltransferase 2"
"ENSG00000149313",780.0829,0.2848154,0.06992892,4.072927,4.642606e-05,0.0001253163,"AASDHPPT","60496","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"ENSG00000129292",1117.027,0.2694273,0.06616928,4.071788,4.665366e-05,0.0001259076,"PHF20L1","51105","PHD finger protein 20 like 1"
"ENSG00000168389",109.6797,-0.7105754,0.1745588,-4.070695,4.687316e-05,0.0001264769,"MFSD2A","84879","major facilitator superfamily domain containing 2A"
"ENSG00000139718",753.3847,0.2941929,0.07228832,4.069716,4.707052e-05,0.0001269862,"SETD1B","23067","SET domain containing 1B"
"ENSG00000198483",46.89516,-1.076041,0.2644256,-4.069353,4.714395e-05,0.000127161,"ANKRD35","148741","ankyrin repeat domain 35"
"ENSG00000203722",57.33469,1.013185,0.2490012,4.068996,4.721623e-05,0.0001273312,"RAET1G","353091","retinoic acid early transcript 1G"
"ENSG00000169213",7674.139,-0.1739054,0.04273956,-4.068956,4.722434e-05,0.0001273312,"RAB3B","5865","RAB3B, member RAS oncogene family"
"ENSG00000150867",655.2345,-0.3194144,0.07853595,-4.067111,4.759961e-05,0.0001283196,"PIP4K2A","5305","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha"
"ENSG00000141127",238.4358,-0.4874789,0.1198655,-4.066882,4.764629e-05,0.0001284219,"PRPSAP2","5636","phosphoribosyl pyrophosphate synthetase associated protein 2"
"ENSG00000181315",160.9301,0.6200429,0.1524846,4.066265,4.777261e-05,0.0001287388,"ZNF322","79692","zinc finger protein 322"
"ENSG00000144655",518.1868,0.387805,0.09537809,4.065976,4.783189e-05,0.000128875,"CSRNP1","64651","cysteine and serine rich nuclear protein 1"
"ENSG00000166342",27.24512,1.500594,0.3690974,4.065578,4.791358e-05,0.0001290715,"NETO1","81832","neuropilin and tolloid like 1"
"ENSG00000132952",305.8561,0.4510698,0.1109528,4.06542,4.79461e-05,0.0001291355,"USPL1","10208","ubiquitin specific peptidase like 1"
"ENSG00000143624",724.3728,-0.2992614,0.07362042,-4.064924,4.804814e-05,0.0001293867,"INTS3","65123","integrator complex subunit 3"
"ENSG00000182378",297.2675,-0.4514867,0.1110776,-4.064607,4.811339e-05,0.0001295388,"PLCXD1","55344","phosphatidylinositol specific phospholipase C X domain containing 1"
"ENSG00000197275",19.60591,-1.77998,0.4379865,-4.064007,4.823741e-05,0.0001298262,"RAD54B","25788","RAD54 homolog B"
"ENSG00000162601",566.4532,0.3574648,0.08795874,4.064005,4.823777e-05,0.0001298262,"MYSM1","114803","Myb like, SWIRM and MPN domains 1"
"ENSG00000150768",982.7942,0.2639076,0.06494762,4.063392,4.836472e-05,0.0001301441,"DLAT","1737","dihydrolipoamide S-acetyltransferase"
"ENSG00000004139",161.2595,0.5825962,0.1434157,4.062289,4.859381e-05,0.0001307367,"SARM1","23098","sterile alpha and TIR motif containing 1"
"ENSG00000130511",697.5814,0.3154864,0.07766452,4.062168,4.861898e-05,0.0001307805,"SSBP4","170463","single stranded DNA binding protein 4"
"ENSG00000160392",203.3724,-0.5202219,0.1280845,-4.061553,4.874729e-05,0.0001311018,"C19orf47","126526","chromosome 19 open reading frame 47"
"ENSG00000132639",25.02885,-1.530115,0.376881,-4.059941,4.908506e-05,0.0001319861,"SNAP25","6616","synaptosome associated protein 25"
"ENSG00000047315",2510.742,0.219564,0.05408569,4.059558,4.916572e-05,0.0001321788,"POLR2B","5431","RNA polymerase II subunit B"
"ENSG00000102897",177.8679,-0.5590362,0.1377131,-4.059425,4.919373e-05,0.00013223,"LYRM1","57149","LYR motif containing 1"
"ENSG00000115841",98.06562,0.7628735,0.1879354,4.059233,4.92342e-05,0.0001323147,"RMDN2","151393","regulator of microtubule dynamics 2"
